carat,cut,color,clarity,depth,table,price,x,y,z,volume,cut_encoded,color_encoded,clarity_encoded,segment
0.54,Ideal,G,VS1,61.8,56.0,1724,5.21,5.26,3.24,88.790904,4,3,4,3
0.54,Ideal,F,VS1,61.8,54.0,1724,5.24,5.27,3.25,89.7481,4,4,4,3
0.7,Premium,I,SI2,62.1,60.0,1724,5.65,5.62,3.5,111.13550000000001,3,1,1,0
0.55,Very Good,E,VS2,61.2,57.0,1725,5.22,5.27,3.21,88.30517399999998,2,5,3,1
0.64,Very Good,F,SI1,61.2,58.0,1725,5.54,5.6,3.41,105.79184,2,4,2,1
0.57,Ideal,G,VS2,61.0,55.0,1725,5.38,5.4,3.29,95.58108,4,3,3,3
0.54,Ideal,D,VS2,61.2,56.0,1725,5.24,5.28,3.22,89.088384,4,6,3,3
0.57,Ideal,H,VS2,61.7,55.0,1725,5.37,5.34,3.3,94.63014,4,2,3,3
0.61,Very Good,E,SI1,63.3,60.0,1726,5.36,5.29,3.37,95.55432800000001,2,5,2,1
0.57,Very Good,H,VVS2,60.2,56.0,1726,5.41,5.44,3.27,96.237408,2,2,5,3
0.57,Very Good,H,VVS2,62.2,56.0,1726,5.32,5.35,3.31,94.20922,2,2,5,3
0.54,Very Good,E,VS2,61.5,59.0,1726,5.21,5.23,3.21,87.467043,2,5,3,1
0.54,Ideal,G,VS1,61.7,57.0,1726,5.23,5.25,3.23,88.68772500000001,4,3,4,3
0.52,Ideal,E,VS1,61.3,56.0,1726,5.18,5.22,3.19,86.25632399999999,4,5,4,3
0.53,Very Good,G,VS1,63.2,55.0,1727,5.15,5.13,3.25,85.863375,2,3,4,1
0.53,Ideal,G,VS1,61.7,55.0,1727,5.22,5.18,3.21,86.79711599999999,4,3,4,3
0.53,Ideal,G,VS1,61.6,57.0,1727,5.24,5.21,3.22,87.90728800000001,4,3,4,3
0.53,Premium,G,VS1,63.0,58.0,1727,5.17,5.15,3.25,86.532875,3,3,4,3
0.53,Premium,E,VS2,58.3,62.0,1727,5.31,5.26,3.08,86.026248,3,5,3,3
0.53,Premium,E,VS2,61.4,55.0,1727,5.24,5.21,3.21,87.634284,3,5,3,3
0.53,Ideal,E,VS2,61.0,57.0,1727,5.26,5.23,3.2,88.03136,4,5,3,3
0.53,Ideal,E,VS2,62.0,55.0,1727,5.21,5.17,3.22,86.732954,4,5,3,3
0.53,Good,E,VS2,63.7,55.0,1727,5.15,5.12,3.27,86.22336000000001,1,5,3,1
0.53,Ideal,E,VS2,62.5,57.0,1727,5.18,5.16,3.23,86.334024,4,5,3,3
0.53,Very Good,G,VS1,63.4,56.0,1727,5.15,5.1,3.25,85.36125,2,3,4,1
0.57,Ideal,E,VS2,61.6,56.0,1728,5.34,5.38,3.3,94.80635999999998,4,5,3,3
0.57,Ideal,E,VS2,60.8,56.0,1728,5.35,5.4,3.27,94.47030000000001,4,5,3,3
0.57,Ideal,E,VS2,60.4,57.0,1728,5.36,5.4,3.25,94.06800000000001,4,5,3,3
0.51,Ideal,F,VS1,61.7,55.0,1728,5.13,5.17,3.18,84.340278,4,4,4,3
0.57,Ideal,G,VS2,61.8,57.0,1728,5.32,5.3,3.28,92.48288,4,3,3,3
0.57,Ideal,I,VVS1,61.7,56.0,1728,5.35,5.31,3.29,93.46396499999999,4,1,6,3
0.57,Premium,I,VVS1,62.1,58.0,1728,5.32,5.25,3.28,91.6104,3,1,6,3
0.57,Ideal,G,VS2,61.8,56.0,1728,5.35,5.3,3.29,93.28795,4,3,3,3
0.57,Ideal,G,VS2,61.6,57.0,1728,5.36,5.32,3.29,93.815008,4,3,3,3
0.57,Premium,G,VS2,59.7,59.0,1728,5.41,5.37,3.22,93.546474,3,3,3,3
0.57,Premium,G,VS2,62.8,57.0,1728,5.28,5.23,3.3,91.12752,3,3,3,3
0.57,Premium,G,VS2,62.6,55.0,1728,5.31,5.26,3.31,92.45028599999999,3,3,3,3
0.57,Premium,G,VS2,62.1,57.0,1728,5.3,5.27,3.28,91.61367999999999,3,3,3,3
0.57,Premium,E,SI1,60.3,57.0,1728,5.4,5.34,3.24,93.42864000000002,3,5,2,1
0.57,Ideal,E,SI1,62.1,56.0,1728,5.33,5.3,3.3,93.22169999999998,4,5,2,3
0.57,Ideal,E,SI1,61.9,56.0,1728,5.35,5.32,3.3,93.9246,4,5,2,3
0.57,Ideal,E,SI1,61.8,57.0,1728,5.33,5.28,3.28,92.307072,4,5,2,3
0.57,Premium,E,SI1,61.4,58.0,1728,5.34,5.28,3.26,91.91635199999999,3,5,2,1
0.57,Good,H,VS1,63.7,51.0,1728,5.36,5.29,3.39,96.12141600000001,1,2,4,1
0.55,Premium,D,SI1,61.7,59.0,1728,5.3,5.23,3.25,90.08675000000001,3,6,2,1
0.5,Very Good,G,VVS2,61.3,57.0,1729,5.12,5.15,3.15,83.0592,2,3,5,3
0.56,Ideal,F,VS2,62.3,55.0,1729,5.32,5.28,3.3,92.69568000000001,4,4,3,3
0.56,Ideal,D,SI1,62.5,56.0,1729,5.28,5.24,3.29,91.02508800000001,4,6,2,3
0.52,Ideal,H,SI1,62.0,55.0,1730,5.16,5.2,3.21,86.13072,4,2,2,3
0.73,Premium,D,SI2,61.0,61.0,1730,5.81,5.74,3.52,117.38988799999998,3,6,1,1
0.53,Ideal,H,VS1,61.9,55.0,1731,5.18,5.21,3.22,86.900716,4,2,4,3
0.5,Ideal,F,VS1,61.0,56.0,1731,5.14,5.15,3.14,83.11894000000001,4,4,4,3
0.5,Ideal,F,VS1,62.1,55.0,1731,5.08,5.12,3.17,82.450432,4,4,4,3
0.57,Very Good,E,VS2,60.7,58.0,1732,5.37,5.33,3.25,93.02182499999999,2,5,3,1
0.54,Ideal,E,VS1,62.6,55.0,1732,5.2,5.22,3.26,88.48943999999999,4,5,4,3
0.51,Ideal,E,SI1,61.4,56.0,1732,5.14,5.16,3.16,83.810784,4,5,2,3
0.51,Ideal,E,SI1,61.7,56.0,1732,5.13,5.17,3.18,84.340278,4,5,2,3
0.52,Premium,I,VVS1,60.1,58.0,1733,5.26,5.23,3.15,86.65587000000001,3,1,6,3
0.51,Premium,E,VS2,61.4,56.0,1733,5.18,5.15,3.17,84.56609,3,5,3,3
0.51,Ideal,E,VS2,62.8,56.0,1733,5.14,5.11,3.22,84.574588,4,5,3,3
0.46,Ideal,G,IF,62.1,56.0,1733,4.96,4.93,3.07,75.07009599999999,4,3,7,3
0.64,Fair,E,SI1,59.5,64.0,1733,5.65,5.39,3.31,100.801085,0,5,2,1
0.62,Very Good,H,VS2,61.8,57.0,1734,5.47,5.5,3.39,101.98814999999999,2,2,3,1
0.53,Good,D,VS2,63.4,55.0,1734,5.11,5.23,3.28,87.658984,1,6,3,1
0.53,Premium,D,VS2,59.9,58.0,1734,5.26,5.29,3.16,87.928264,3,6,3,3
0.7,Very Good,J,SI1,63.0,56.0,1735,5.61,5.66,3.55,112.72173,2,0,2,1
0.7,Premium,J,SI1,61.3,59.0,1735,5.73,5.75,3.52,115.97520000000002,3,0,2,0
0.55,Premium,E,VS2,60.1,59.0,1735,5.36,5.29,3.2,90.73408,3,5,3,3
0.52,Very Good,G,VS1,62.2,63.0,1736,5.22,5.13,3.22,86.227092,2,3,4,1
0.7,Very Good,F,I1,63.2,61.0,1736,5.57,5.48,3.49,106.52736400000002,2,4,0,1
0.54,Ideal,G,SI1,61.9,55.0,1736,5.24,5.26,3.25,89.5778,4,3,2,3
0.56,Good,E,VS2,61.4,62.0,1736,5.34,5.28,3.26,91.91635199999999,1,5,3,1
0.46,Ideal,E,VVS2,62.6,55.0,1736,4.95,4.92,3.09,75.25385999999999,4,5,5,3
0.46,Premium,F,VVS1,61.4,57.0,1736,4.99,4.95,3.05,75.336525,3,4,6,3
0.63,Premium,F,SI1,60.9,56.0,1736,5.58,5.56,3.39,105.174072,3,4,2,1
0.63,Premium,F,SI1,59.1,57.0,1736,5.64,5.6,3.32,104.85887999999998,3,4,2,1
0.5,Ideal,F,VS2,62.9,55.0,1736,5.12,5.08,3.21,83.49081600000001,4,4,3,3
0.5,Premium,F,VS2,61.4,59.0,1736,5.12,5.1,3.14,81.99168,3,4,3,3
0.45,Premium,D,VVS1,61.5,55.0,1736,5.02,4.97,3.07,76.59465799999998,3,6,6,3
0.58,Ideal,D,SI1,61.1,57.0,1737,5.36,5.41,3.29,95.40210400000001,4,6,2,3
0.52,Ideal,G,VS2,61.3,56.0,1737,5.18,5.21,3.18,85.82120400000001,4,3,3,3
0.57,Ideal,F,VS2,61.6,55.0,1737,5.35,5.37,3.3,94.80734999999999,4,4,3,3
0.64,Ideal,G,SI1,61.6,55.0,1737,5.55,5.59,3.43,106.414035,4,3,2,3
0.52,Ideal,E,SI1,60.8,55.0,1737,5.2,5.24,3.18,86.64864000000001,4,5,2,3
0.56,Fair,E,VS2,64.7,60.0,1737,5.13,5.14,3.32,87.54242399999998,0,5,3,1
0.5,Very Good,F,VS1,62.6,59.0,1738,5.03,5.06,3.16,80.427688,2,4,4,1
0.6,Premium,E,SI1,61.9,58.0,1738,5.39,5.43,3.35,98.04679499999999,3,5,2,1
0.6,Ideal,E,SI1,61.5,56.0,1738,5.39,5.51,3.35,99.491315,4,5,2,3
0.49,Good,D,VS1,57.5,60.0,1738,5.18,5.25,3.0,81.58500000000001,1,6,4,1
0.56,Ideal,F,VS2,60.0,57.0,1739,5.36,5.38,3.22,92.85449600000001,4,4,3,3
0.56,Ideal,F,VS2,62.2,55.0,1739,5.25,5.28,3.28,90.9216,4,4,3,3
0.53,Ideal,E,VS2,61.3,55.0,1739,5.22,5.25,3.21,87.97004999999999,4,5,3,3
0.53,Ideal,E,VS2,62.0,56.0,1739,5.16,5.2,3.21,86.13072,4,5,3,3
0.52,Premium,E,VS1,59.2,59.0,1739,5.29,5.25,3.12,86.65020000000001,3,5,4,3
0.96,Fair,H,I1,64.3,59.0,1739,6.38,5.88,3.98,149.307312,0,2,0,1
0.96,Fair,H,I1,69.2,56.0,1739,5.97,5.83,4.08,142.004808,0,2,0,1
0.51,Ideal,D,VS2,61.0,57.0,1740,5.15,5.18,3.15,84.03255,4,6,3,3
0.53,Ideal,F,VS1,61.6,55.0,1740,5.24,5.21,3.22,87.90728800000001,4,4,4,3
0.71,Premium,G,SI2,62.0,59.0,1740,5.69,5.65,3.52,113.16272000000002,3,3,1,1
0.71,Very Good,G,SI2,63.4,56.0,1740,5.71,5.6,3.59,114.79383999999999,2,3,1,1
0.57,Very Good,F,VS1,63.2,56.0,1741,5.27,5.31,3.34,93.46555799999999,2,4,4,1
0.5,Ideal,G,VVS2,61.9,58.0,1741,5.06,5.09,3.14,80.871956,4,3,5,3
0.51,Very Good,G,VS1,59.6,58.0,1741,5.21,5.22,3.11,84.580182,2,3,4,1
0.55,Ideal,E,VS2,62.2,54.0,1741,5.29,5.26,3.28,91.26731199999999,4,5,3,3
0.55,Ideal,H,VVS1,60.5,57.0,1741,5.32,5.35,3.23,91.93226,4,2,6,3
0.57,Good,F,VS1,58.3,61.0,1741,5.49,5.54,3.21,97.630866,1,4,4,1
0.56,Very Good,E,VS1,58.6,57.0,1742,5.43,5.46,3.19,94.57648199999998,2,5,4,1
0.52,Ideal,E,VS1,61.7,56.0,1742,5.13,5.18,3.18,84.503412,4,5,4,3
0.61,Ideal,I,VVS1,62.0,55.0,1742,5.46,5.49,3.39,101.616606,4,1,6,3
0.59,Ideal,I,VVS1,61.0,55.0,1742,5.43,5.48,3.33,99.088812,4,1,6,3
0.58,Ideal,E,SI1,60.1,55.0,1742,5.42,5.56,3.3,99.44615999999999,4,5,2,3
0.55,Very Good,G,VS1,62.8,57.0,1743,5.2,5.21,3.27,88.59084000000001,2,3,4,1
0.59,Ideal,D,SI1,61.6,57.0,1743,5.41,5.44,3.34,98.29753600000001,4,6,2,3
0.59,Very Good,D,SI1,62.8,57.0,1743,5.32,5.38,3.36,96.168576,2,6,2,1
0.53,Ideal,H,VVS1,61.6,54.0,1743,5.2,5.25,3.22,87.906,4,2,6,3
0.53,Ideal,H,VVS1,62.4,54.0,1743,5.18,5.2,3.24,87.27264000000001,4,2,6,3
0.53,Ideal,E,VS2,60.7,57.0,1743,5.27,5.3,3.2,89.3792,4,5,3,3
0.48,Good,D,VS1,59.3,58.0,1743,5.09,5.13,3.03,79.118451,1,6,4,1
0.56,Ideal,I,VVS1,61.1,55.0,1743,5.35,5.33,3.26,92.96052999999999,4,1,6,3
0.59,Ideal,F,VS2,62.9,55.0,1743,5.39,5.32,3.37,96.63407600000001,4,4,3,3
0.56,Premium,I,VVS1,60.6,59.0,1743,5.33,5.29,3.22,90.79015400000002,3,1,6,3
0.52,Ideal,G,VS1,62.1,54.0,1743,5.17,5.14,3.2,85.03616,4,3,4,3
0.52,Ideal,E,VS2,61.3,56.0,1743,5.21,5.17,3.18,85.65552600000001,4,5,3,3
0.52,Ideal,E,VS2,62.4,57.0,1743,5.14,5.12,3.2,84.21376000000001,4,5,3,3
0.52,Premium,E,VS2,62.8,55.0,1743,5.15,5.11,3.22,84.73913000000002,3,5,3,3
0.72,Ideal,F,SI2,62.0,57.0,1743,5.68,5.64,3.51,112.44355199999998,4,4,1,0
0.51,Very Good,H,VVS1,63.2,57.0,1744,5.06,5.1,3.21,82.83725999999999,2,2,6,3
0.55,Very Good,E,VS2,62.1,60.0,1744,5.19,5.24,3.24,88.11374400000001,2,5,3,1
0.51,Ideal,F,VS1,61.7,54.0,1744,5.14,5.17,3.18,84.504684,4,4,4,3
0.51,Ideal,F,VS1,61.9,56.0,1744,5.11,5.17,3.18,84.01146600000001,4,4,4,3
0.51,Ideal,F,VS1,62.5,55.0,1744,5.08,5.13,3.19,83.132676,4,4,4,3
0.51,Ideal,F,VS1,62.1,56.0,1744,5.13,5.15,3.19,84.27820500000001,4,4,4,3
0.51,Premium,F,VS1,61.4,58.0,1744,5.15,5.18,3.17,84.56609,3,4,4,3
0.65,Good,I,VS1,61.1,61.7,1744,5.55,5.59,3.4,105.4833,1,1,4,1
0.73,Premium,I,SI2,59.2,58.0,1744,5.9,5.85,3.47,119.76705000000001,3,1,1,0
0.56,Ideal,H,VVS2,62.1,57.0,1745,5.26,5.3,3.27,91.16105999999999,4,2,5,3
0.54,Very Good,F,VS2,63.0,56.8,1745,5.18,5.22,3.28,88.68988799999998,2,4,3,1
0.54,Good,F,VS2,64.2,53.8,1745,5.12,5.19,3.31,87.955968,1,4,3,1
0.41,Ideal,E,VVS1,61.1,56.0,1745,4.8,4.82,2.94,68.01984,4,5,6,3
0.54,Ideal,G,VS1,62.0,53.9,1745,5.22,5.24,3.24,88.62307200000001,4,3,4,3
0.54,Ideal,G,VS1,62.1,55.1,1745,5.2,5.23,3.23,87.84308,4,3,4,3
0.5,Ideal,E,VS1,62.7,57.0,1745,5.04,5.11,3.18,81.898992,4,5,4,3
0.56,Ideal,D,SI1,61.9,56.0,1745,5.24,5.29,3.26,90.36589599999999,4,6,2,3
0.57,Premium,F,SI2,62.1,59.0,1746,5.33,5.29,3.3,93.04581,3,4,1,1
0.57,Premium,F,SI2,60.7,59.0,1746,5.38,5.33,3.25,93.19505,3,4,1,1
0.56,Very Good,D,SI1,63.0,58.0,1746,5.21,5.24,3.29,89.818316,2,6,2,1
0.5,Premium,E,VS2,61.3,59.0,1746,5.1,5.05,3.11,80.09805,3,5,3,3
0.5,Ideal,G,VS1,62.0,55.0,1746,5.11,5.05,3.15,81.28732500000001,4,3,4,3
0.5,Premium,G,VS1,59.8,58.0,1746,5.19,5.15,3.09,82.59106500000001,3,3,4,3
0.55,Premium,F,VS2,62.5,56.0,1746,5.27,5.23,3.28,90.403688,3,4,3,3
0.5,Premium,G,VS1,60.7,60.0,1746,5.12,5.09,3.1,80.78848,3,3,4,3
0.5,Premium,G,VS1,61.0,59.0,1746,5.14,5.09,3.12,81.62731199999999,3,3,4,3
0.5,Premium,G,VS1,60.9,58.0,1746,5.23,5.09,3.14,83.58899800000002,3,3,4,3
0.5,Premium,G,VS1,59.7,60.0,1746,5.14,5.11,3.06,80.372124,3,3,4,3
0.5,Premium,G,VS1,59.4,60.0,1746,5.17,5.13,3.06,81.157626,3,3,4,3
0.5,Premium,G,VS1,62.5,60.0,1746,5.08,5.06,3.17,81.48421599999999,3,3,4,3
0.5,Premium,G,VS1,62.1,55.0,1746,5.22,5.06,3.19,84.258108,3,3,4,3
0.5,Ideal,G,VS1,62.3,55.0,1746,5.11,5.07,3.17,82.127409,4,3,4,3
0.5,Premium,G,VS1,62.5,58.0,1746,5.11,5.07,3.18,82.386486,3,3,4,3
0.5,Ideal,E,VS2,61.3,57.0,1746,5.15,5.13,3.15,83.22142500000001,4,5,3,3
0.5,Ideal,E,VS2,62.1,54.0,1746,5.13,5.11,3.18,83.36147400000002,4,5,3,3
0.5,Ideal,E,VS2,61.5,57.0,1746,5.14,5.11,3.15,82.73601,4,5,3,3
0.5,Ideal,E,VS2,60.0,57.0,1746,5.15,5.12,3.08,81.21344,4,5,3,3
0.5,Ideal,E,VS2,61.6,55.0,1746,5.14,5.09,3.15,82.41219,4,5,3,3
0.5,Premium,E,VS2,61.1,61.0,1746,5.13,5.11,3.13,82.050759,3,5,3,3
0.5,Premium,E,VS2,61.4,59.0,1746,5.13,5.09,3.14,81.990738,3,5,3,3
0.5,Ideal,E,VS2,61.4,57.0,1746,5.11,5.08,3.13,81.25104400000001,4,5,3,3
0.5,Ideal,E,VS2,62.2,54.0,1746,5.11,5.08,3.17,82.28939600000001,4,5,3,3
0.5,Ideal,E,VS2,62.6,54.0,1746,5.11,5.08,3.19,82.80857200000001,4,5,3,3
0.5,Premium,E,VS2,61.5,56.0,1746,5.11,5.07,3.13,81.09110100000001,3,5,3,3
0.5,Premium,E,VS2,61.4,58.0,1746,5.12,5.07,3.13,81.249792,3,5,3,3
0.5,Premium,E,VS2,61.3,60.0,1746,5.11,5.07,3.12,80.832024,3,5,3,3
0.5,Premium,E,VS2,62.7,54.0,1746,5.1,5.07,3.19,82.48383,3,5,3,3
0.5,Premium,E,VS2,61.3,58.0,1746,5.12,5.06,3.12,80.830464,3,5,3,3
0.5,Premium,E,VS2,61.8,58.0,1746,5.09,5.07,3.14,81.031782,3,5,3,3
0.5,Ideal,E,VS2,62.2,55.0,1746,5.09,5.07,3.16,81.547908,4,5,3,3
0.5,Ideal,E,VS2,61.8,55.0,1746,5.11,5.06,3.14,81.189724,4,5,3,3
0.5,Premium,E,VS2,62.3,60.0,1746,5.09,5.05,3.16,81.22622,3,5,3,3
0.5,Premium,E,VS2,61.8,58.0,1746,5.11,5.05,3.14,81.02927000000001,3,5,3,3
0.5,Ideal,E,VS2,62.8,57.0,1746,5.12,5.04,3.19,82.317312,4,5,3,3
0.6,Ideal,G,VS2,62.1,57.0,1746,5.43,5.36,3.35,97.50108,4,3,3,3
0.57,Premium,G,VS1,60.5,58.0,1746,5.39,5.32,3.24,92.90635200000001,3,3,4,3
0.5,Premium,E,VS2,62.9,59.0,1746,5.09,5.06,3.19,82.15972599999999,3,5,3,3
0.5,Premium,G,VS1,62.2,59.0,1746,5.09,5.04,3.15,80.80884,3,3,4,3
0.5,Ideal,I,VVS1,61.6,56.0,1747,5.1,5.13,3.15,82.41344999999998,4,1,6,3
0.56,Ideal,E,VS2,61.6,57.0,1747,5.32,5.3,3.27,92.20092000000001,4,5,3,3
0.57,Very Good,D,VS2,62.5,59.0,1748,5.28,5.32,3.31,92.97657600000002,2,6,3,1
0.52,Very Good,F,VS1,63.2,57.0,1748,5.09,5.1,3.22,83.58797999999999,2,4,4,1
0.59,Very Good,E,SI1,61.3,58.0,1748,5.41,5.45,3.33,98.183385,2,5,2,1
0.65,Premium,F,SI1,61.4,57.8,1748,5.5,5.56,3.39,103.6662,3,4,2,1
0.71,Good,I,VS2,64.0,59.0,1748,5.55,5.61,3.57,111.153735,1,1,3,1
0.52,Ideal,H,VVS1,61.0,56.0,1748,5.17,5.21,3.17,85.386169,4,2,6,3
0.7,Premium,H,SI2,61.3,61.0,1749,5.67,5.62,3.46,110.254284,3,2,1,0
0.52,Ideal,H,VVS2,61.0,57.0,1749,5.16,5.2,3.16,84.78912000000001,4,2,5,3
0.52,Very Good,D,VS2,62.8,58.0,1749,5.11,5.14,3.22,84.574588,2,6,3,1
0.52,Premium,D,VS2,62.4,58.0,1749,5.09,5.13,3.19,83.296323,3,6,3,3
0.62,Ideal,E,SI1,61.5,57.0,1749,5.44,5.49,3.36,100.34841600000001,4,5,2,3
0.51,Premium,F,VS1,62.2,58.0,1749,5.14,5.12,3.19,83.950592,3,4,4,3
0.5,Ideal,F,VS2,60.9,57.0,1749,5.14,5.16,3.14,83.28033599999999,4,4,3,3
0.6,Ideal,E,SI1,61.4,58.0,1749,5.44,5.47,3.35,99.68528,4,5,2,3
0.7,Fair,I,SI1,65.2,58.0,1749,5.6,5.56,3.64,113.33503999999999,0,1,2,1
0.51,Premium,F,VS1,60.0,58.0,1749,5.21,5.19,3.12,84.36448800000001,3,4,4,3
0.84,Good,F,I1,60.8,64.0,1749,6.05,6.03,3.67,133.887105,1,4,0,1
0.68,Premium,G,SI1,61.9,60.0,1749,5.66,5.62,3.49,111.01410800000001,3,3,2,1
0.51,Premium,H,VVS2,60.8,61.0,1749,5.12,5.08,3.1,80.62976,3,2,5,3
0.98,Fair,G,I1,68.0,63.0,1749,6.13,6.02,4.13,152.407738,0,3,0,1
0.58,Very Good,D,VS2,61.0,58.0,1750,5.37,5.42,3.29,95.756766,2,6,3,1
0.5,Very Good,D,VS1,62.0,56.0,1750,5.09,5.11,3.16,82.19128400000001,2,6,4,1
0.6,Very Good,D,SI1,62.2,58.0,1750,5.4,5.44,3.37,98.99712000000002,2,6,2,1
0.51,Ideal,G,VVS2,62.0,57.0,1750,5.1,5.13,3.17,82.93670999999999,4,3,5,3
0.51,Very Good,G,VVS2,62.9,57.0,1750,5.06,5.12,3.2,82.90304,2,3,5,3
0.51,Ideal,G,VVS2,61.6,56.0,1750,5.12,5.14,3.16,83.161088,4,3,5,3
0.51,Good,G,VVS2,63.5,56.0,1750,5.07,5.11,3.23,83.681871,1,3,5,1
0.54,Very Good,G,VVS2,61.8,57.0,1751,5.22,5.26,3.24,88.961328,2,3,5,3
0.51,Very Good,F,VS1,62.5,54.0,1751,5.13,5.15,3.21,84.806595,2,4,4,1
0.51,Ideal,F,VS1,61.8,55.0,1751,5.13,5.16,3.18,84.17714400000001,4,4,4,3
0.57,Ideal,F,SI1,62.2,56.0,1751,5.33,5.31,3.31,93.680613,4,4,2,3
0.64,Premium,D,SI2,62.8,54.0,1751,5.52,5.5,3.46,105.0456,3,6,1,1
0.55,Ideal,G,VS2,61.6,55.0,1752,5.31,5.25,3.25,90.60187499999999,4,3,3,3
0.51,Very Good,G,VS1,62.4,60.0,1752,5.05,5.08,3.16,81.06664,2,3,4,1
0.51,Ideal,D,VS1,60.9,57.0,1752,5.17,5.2,3.16,84.95344,4,6,4,3
0.51,Ideal,D,VS1,61.7,54.0,1752,5.12,5.15,3.17,83.58656,4,6,4,3
0.5,Good,E,VS2,63.8,54.0,1752,5.05,5.07,3.23,82.699305,1,5,3,1
0.5,Very Good,D,VS2,62.8,56.0,1752,5.04,5.08,3.18,81.418176,2,6,3,1
0.5,Premium,D,VS2,61.9,58.0,1752,5.04,5.1,3.14,80.71056,3,6,3,3
0.5,Premium,D,VS2,61.1,58.0,1752,5.09,5.12,3.12,81.309696,3,6,3,3
0.5,Premium,D,VS2,61.4,59.0,1752,5.11,5.15,3.15,82.89697500000001,3,6,3,3
0.61,Premium,H,VVS2,60.9,60.0,1752,5.47,5.5,3.34,100.48389999999999,3,2,5,3
0.61,Ideal,D,SI1,62.1,55.0,1752,5.42,5.43,3.37,99.181122,4,6,2,3
0.5,Ideal,D,VS2,62.3,55.0,1752,5.07,5.11,3.17,82.127409,4,6,3,3
0.5,Very Good,D,VS2,62.8,58.0,1752,5.05,5.08,3.18,81.57972000000001,2,6,3,1
0.5,Ideal,D,VS2,62.5,54.0,1752,5.05,5.09,3.17,81.483265,4,6,3,3
0.5,Premium,D,VS2,61.2,60.0,1752,5.08,5.12,3.12,81.14995200000001,3,6,3,3
0.5,Very Good,D,VS2,62.9,61.0,1752,4.96,5.03,3.14,78.33923200000001,2,6,3,1
0.5,Very Good,D,VS2,62.8,58.0,1752,5.03,5.07,3.17,80.84165700000001,2,6,3,1
0.5,Premium,D,VS2,62.1,58.0,1752,5.03,5.08,3.14,80.234536,3,6,3,3
0.5,Ideal,D,VS2,62.6,56.0,1752,5.05,5.08,3.17,81.32318,4,6,3,3
0.58,Ideal,E,VS2,62.0,57.0,1752,5.33,5.35,3.31,94.386305,4,5,3,3
0.52,Ideal,D,VS2,61.8,57.0,1752,5.16,5.2,3.2,85.86240000000001,4,6,3,3
0.55,Ideal,E,SI1,62.4,58.0,1752,5.28,5.23,3.27,90.29908800000001,4,5,2,3
0.56,Ideal,D,VS2,62.7,57.0,1753,5.25,5.28,3.3,91.476,4,6,3,3
0.53,Ideal,F,VS2,61.1,56.0,1753,5.26,5.22,3.2,87.86304,4,4,3,3
0.53,Premium,F,VS2,60.6,55.0,1753,5.26,5.23,3.18,87.481164,3,4,3,3
0.53,Premium,F,VS2,61.9,58.0,1753,5.2,5.17,3.21,86.29764,3,4,3,3
0.53,Premium,F,VS2,61.4,60.0,1753,5.21,5.18,3.19,86.091082,3,4,3,3
0.53,Ideal,F,VS2,61.8,55.0,1753,5.23,5.19,3.22,87.40271400000002,4,4,3,3
0.53,Ideal,F,VS2,61.5,55.0,1753,5.27,5.2,3.22,88.24088,4,4,3,3
0.53,Premium,D,SI1,61.4,57.0,1753,5.26,5.2,3.21,87.79992,3,6,2,1
0.53,Ideal,D,SI1,62.0,55.0,1753,5.24,5.22,3.24,88.62307200000001,4,6,2,3
0.53,Premium,D,SI1,60.0,58.0,1753,5.29,5.24,3.16,87.593936,3,6,2,1
0.53,Ideal,D,SI1,61.7,56.0,1753,5.23,5.15,3.2,86.19040000000001,4,6,2,3
0.53,Premium,D,SI1,61.0,58.0,1753,5.22,5.18,3.17,85.71553199999998,3,6,2,1
0.53,Ideal,D,SI1,62.2,56.0,1753,5.23,5.19,3.24,87.94558800000001,4,6,2,3
0.53,Premium,D,SI1,61.6,59.0,1753,5.2,5.16,3.19,85.59408,3,6,2,1
0.57,Very Good,F,VS2,59.5,57.0,1754,5.39,5.43,3.22,94.241994,2,4,3,1
0.57,Ideal,D,SI1,61.0,57.0,1754,5.31,5.34,3.25,92.15504999999999,4,6,2,3
0.52,Ideal,H,VVS1,61.7,55.0,1754,5.17,5.2,3.2,86.0288,4,2,6,3
0.54,Very Good,G,VS1,61.6,56.0,1754,5.23,5.26,3.23,88.856654,2,3,4,1
0.57,Very Good,D,SI1,61.1,56.0,1754,5.33,5.38,3.27,93.768558,2,6,2,1
0.54,Ideal,E,VS2,60.8,57.0,1754,5.24,5.29,3.2,88.70272,4,5,3,3
0.54,Premium,G,VS1,61.1,59.0,1754,5.22,5.26,3.2,87.86304,3,3,4,3
0.54,Ideal,G,VS1,61.3,57.0,1754,5.25,5.28,3.23,89.5356,4,3,4,3
0.57,Ideal,F,VS2,61.7,57.0,1754,5.33,5.36,3.3,94.27704,4,4,3,3
0.54,Ideal,G,VS1,62.3,55.0,1754,5.2,5.24,3.25,88.556,4,3,4,3
0.54,Ideal,E,VS2,61.4,57.0,1754,5.21,5.25,3.21,87.801525,4,5,3,3
0.54,Ideal,G,VS1,62.0,56.0,1754,5.21,5.24,3.24,88.45329600000001,4,3,4,3
0.57,Ideal,D,SI1,62.4,56.0,1754,5.29,5.32,3.31,93.152668,4,6,2,3
0.54,Ideal,E,VS2,61.0,56.0,1754,5.25,5.28,3.21,88.9812,4,5,3,3
